current_path,file_type,current_role,entry_point,imported_by,reads,writes,test_coverage,stability,proposed_action,proposed_target,migration_phase,compatibility_requirement,risk,notes
scripts/diagnose_delaurier_prior_conventions.py,python,diagnostic entry with reusable logic,yes,,parquet,csv;JSON/text,none identified,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_delaurier_prior_conventions.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/diagnose_delaurier_prior_conventions.py
scripts/diagnose_fyb_learnability.py,python,diagnostic entry with reusable logic,yes,scripts/analyze_lateral_retained_energy.py;scripts/frequency_resolved_backbone_comparison.py;tests/test_fyb_learnability_diagnostics.py,parquet,csv;JSON/text;figure,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_fyb_learnability.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/diagnose_fyb_learnability.py
scripts/diagnose_label_noise.py,python,diagnostic entry with reusable logic,yes,,parquet;text,csv;JSON/text;figure,none identified,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_label_noise.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/diagnose_label_noise.py
scripts/diagnose_removed_wrench_structure.py,python,diagnostic entry with reusable logic,yes,,parquet,csv;JSON/text,none identified,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_removed_wrench_structure.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/diagnose_removed_wrench_structure.py
scripts/diagnose_rotational_replay_oracle.py,python,diagnostic entry with reusable logic,yes,tests/test_rotational_replay_diagnostics.py,parquet,csv,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_rotational_replay_oracle.py,0C8,preserve artifact schema and CLI mapping,HIGH,read during Phase 0A; additional compatibility target: scripts/evaluation/diagnose_rotational_replay_oracle.py
scripts/diagnose_smooth_stall_switch.py,python,diagnostic entry with reusable logic,yes,,parquet,csv;JSON/text,none identified,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_smooth_stall_switch.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/diagnose_smooth_stall_switch.py
scripts/diagnose_tail_model_parameters.py,python,diagnostic entry with reusable logic,yes,,parquet,csv;JSON/text,none identified,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_tail_model_parameters.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/diagnose_tail_model_parameters.py
scripts/diagnose_target_generation_sensitivity.py,python,diagnostic entry with reusable logic,yes,tests/test_target_generation_sensitivity.py,parquet,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_target_generation_sensitivity.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/diagnose_target_generation_sensitivity.py
scripts/diagnose_wing_tail_my_alignment.py,python,diagnostic entry with reusable logic,yes,tests/test_wing_tail_my_alignment.py,parquet;csv,parquet;csv;JSON/text;figure,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_wing_tail_my_alignment.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/diagnose_wing_tail_my_alignment.py
scripts/diagnose_wrench_label_preprocessing.py,python,diagnostic entry with reusable logic,yes,tests/test_wrench_label_preprocessing_diagnostics.py,parquet,csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/diagnose_wrench_label_preprocessing.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/diagnose_wrench_label_preprocessing.py
scripts/evaluate_delaurier_residual_model.py,python,evaluation/replay entry with core logic,yes,tests/test_evaluate_delaurier_residual_model.py,parquet,parquet;csv;JSON/text,tests/test_evaluate_delaurier_residual_model.py,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/evaluate_delaurier_residual_model.py,0C8,preserve artifact schema and CLI mapping,HIGH,read during Phase 0A; additional compatibility target: scripts/evaluation/evaluate_delaurier_residual_model.py
scripts/evaluate_level2_translational_replay.py,python,evaluation/replay entry with core logic,yes,tests/test_level2_replay.py,parquet,csv,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/evaluate_level2_translational_replay.py,0C8,preserve artifact schema and CLI mapping,HIGH,read during Phase 0A; additional compatibility target: scripts/evaluation/evaluate_level2_translational_replay.py
scripts/evaluate_short_horizon_replay.py,python,evaluation/replay entry with core logic,yes,scripts/diagnose_rotational_replay_oracle.py;scripts/evaluate_level2_translational_replay.py;tests/test_short_horizon_replay.py,parquet,csv,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/evaluate_short_horizon_replay.py,0C8,preserve artifact schema and CLI mapping,HIGH,read during Phase 0A; additional compatibility target: scripts/evaluation/evaluate_short_horizon_replay.py
scripts/evaluate_temporal_order_ablation.py,python,evaluation/replay entry with core logic,yes,,,csv;JSON/text,none identified,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/evaluate_temporal_order_ablation.py,0C8,preserve artifact schema and CLI mapping,HIGH,read during Phase 0A; additional compatibility target: scripts/evaluation/evaluate_temporal_order_ablation.py
scripts/filter_split_logs.py,python,data build/materialization CLI with reusable logic,yes,tests/test_pipeline.py,parquet;csv;text,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/data/filter_split_logs.py,0C3,old script remains compatibility wrapper,HIGH,read during Phase 0A; additional compatibility target: scripts/data/filter_split_logs.py
scripts/frequency_resolved_backbone_comparison.py,python,script entry,yes,tests/test_frequency_resolved_backbone_comparison.py,parquet,parquet;csv;JSON/text,tests/test_frequency_resolved_backbone_comparison.py,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/frequency_resolved_backbone_comparison.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/frequency_resolved_backbone_comparison.py
scripts/materialize_keyed_prior_for_split.py,python,data build/materialization CLI with reusable logic,yes,,parquet,parquet;JSON/text,none identified,mixed/experiment-specific,SPLIT,src/system_identification/labels/alignment.py,0C4,old script remains compatibility wrapper,HIGH,read during Phase 0A; additional compatibility target: scripts/data/materialize_keyed_prior_for_split.py
scripts/materialize_split_from_log_assignment.py,python,data build/materialization CLI with reusable logic,yes,tests/test_materialize_split_from_log_assignment.py,parquet;csv;text,parquet;csv;JSON/text,tests/test_materialize_split_from_log_assignment.py,mixed/experiment-specific,SPLIT,src/system_identification/data/materialize_split_from_log_assignment.py,0C3,old script remains compatibility wrapper,HIGH,read during Phase 0A; additional compatibility target: scripts/data/materialize_split_from_log_assignment.py
scripts/plot_fx_fz_correction_diagnostics.py,python,plot/report entry,yes,,parquet,csv;JSON/text;figure,none identified,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/plot_fx_fz_correction_diagnostics.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/plot_fx_fz_correction_diagnostics.py
scripts/plot_prediction_curves.py,python,plot/report entry,yes,tests/test_prediction_curve_plots.py,parquet,parquet;csv;JSON/text;figure,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/plot_prediction_curves.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/plot_prediction_curves.py
scripts/prior_nonlinear_calibration.py,python,calibration library currently misplaced in scripts,yes,scripts/run_nested_prior_nonlinear_calibration_exp3.py;tests/test_prior_nonlinear_calibration.py,,,tests/test_prior_nonlinear_calibration.py,mixed/experiment-specific,SPLIT,src/system_identification/models/structured/prior_nonlinear_calibration.py,0C6,preserve callable names and CLI arguments,HIGH,read during Phase 0A; additional compatibility target: scripts/experiments/prior_nonlinear_calibration.py
scripts/prior_regression_calibration.py,python,calibration library currently misplaced in scripts,yes,scripts/prior_nonlinear_calibration.py;scripts/run_nested_prior_regression_calibration_exp2.py;tests/test_prior_regression_calibration.py,,,tests/test_prior_regression_calibration.py,mixed/experiment-specific,SPLIT,src/system_identification/models/structured/prior_regression_calibration.py,0C6,preserve callable names and CLI arguments,HIGH,read during Phase 0A; additional compatibility target: scripts/experiments/prior_regression_calibration.py
scripts/regenerate_canonical_from_accepted_logs.py,python,data build/materialization CLI with reusable logic,yes,tests/test_regenerate_canonical_from_accepted_logs.py,parquet;csv,csv;JSON/text,tests/test_regenerate_canonical_from_accepted_logs.py,mixed/experiment-specific,SPLIT,src/system_identification/data/regenerate_canonical_from_accepted_logs.py,0C3,old script remains compatibility wrapper,HIGH,read during Phase 0A; additional compatibility target: scripts/data/regenerate_canonical_from_accepted_logs.py
scripts/run_attached_prior_calibration_exp4.py,python,experiment orchestration entry,yes,,parquet;text,csv,none identified,mixed/experiment-specific,MOVE,scripts/experiments/run_attached_prior_calibration_exp4.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/run_baseline_comparison.py,python,experiment orchestration entry,yes,,,,none identified,mixed/experiment-specific,WRAP,scripts/training/run_baseline_comparison.py,0C9,preserve old command wrapper during one release,MEDIUM,read during Phase 0A
scripts/run_component_prior_ablation.py,python,experiment orchestration entry,yes,scripts/diagnose_tail_model_parameters.py;scripts/sweep_tail_geometry_alignment.py,parquet,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,MOVE,scripts/experiments/run_component_prior_ablation.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/run_delaurier_force_recalibration.py,python,experiment orchestration entry,yes,tests/test_delaurier_force_recalibration.py,parquet,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/models/structured/run_delaurier_force_recalibration.py,0C6,preserve callable names and CLI arguments,HIGH,read during Phase 0A; additional compatibility target: scripts/experiments/run_delaurier_force_recalibration.py
scripts/run_feature_ablation.py,python,experiment orchestration entry,yes,,,,none identified,mixed/experiment-specific,WRAP,scripts/training/run_feature_ablation.py,0C9,preserve old command wrapper during one release,MEDIUM,read during Phase 0A
scripts/run_lateral_diagnostics.py,python,experiment orchestration entry,yes,tests/test_training.py,parquet;text,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/run_lateral_diagnostics.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/run_lateral_diagnostics.py
scripts/run_model_sanity_checks.py,python,experiment orchestration entry,yes,tests/test_model_sanity_checks.py,parquet;text,csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/evaluation/run_model_sanity_checks.py,0C8,preserve public helper imports until tests migrate,HIGH,read during Phase 0A; additional compatibility target: scripts/analysis/run_model_sanity_checks.py
scripts/run_nested_prior_nonlinear_calibration_exp3.py,python,experiment orchestration entry,yes,scripts/analyze_prior_nonlinear_calibration_exp3_diagnostics.py;scripts/diagnose_smooth_stall_switch.py;tests/test_prior_nonlinear_exp3.py,parquet;csv;text,csv,indirect/partial,mixed/experiment-specific,MOVE,scripts/experiments/run_nested_prior_nonlinear_calibration_exp3.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/run_nested_prior_regression_calibration_exp2.py,python,experiment orchestration entry,yes,scripts/analyze_prior_regression_calibration_exp2_diagnostics.py;scripts/diagnose_smooth_stall_switch.py;scripts/run_attached_prior_calibration_exp4.py;scripts/run_nested_prior_nonlinear_calibration_exp3.py,csv;text,csv,indirect/partial,mixed/experiment-specific,MOVE,scripts/experiments/run_nested_prior_regression_calibration_exp2.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/run_nested_prior_shaping_ablation_exp1.py,python,experiment orchestration entry,yes,scripts/analyze_nested_prior_shaping_ablation_exp1_diagnostics.py;scripts/analyze_prior_nonlinear_calibration_exp3_diagnostics.py;scripts/analyze_prior_regression_calibration_exp2_diagnostics.py;scripts/run_attached_prior_calibration_exp4.py;scripts/run_nested_prior_nonlinear_calibration_exp3.py;scripts/run_nested_prior_regression_calibration_exp2.py;scripts/run_prior_vs_tcn_comparison.py,parquet,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,MOVE,scripts/experiments/run_nested_prior_shaping_ablation_exp1.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/run_prior_vs_tcn_comparison.py,python,experiment orchestration entry,yes,tests/test_prior_vs_tcn_comparison.py,csv,parquet;csv;JSON/text;model;figure,indirect/partial,mixed/experiment-specific,MOVE,scripts/experiments/run_prior_vs_tcn_comparison.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/run_temporal_backbone_screen.py,python,experiment orchestration entry,yes,tests/test_training.py,csv,csv;JSON/text,indirect/partial,mixed/experiment-specific,MOVE,scripts/experiments/run_temporal_backbone_screen.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/run_training_diagnostics.py,python,experiment orchestration entry,yes,,,,none identified,mixed/experiment-specific,WRAP,scripts/training/run_training_diagnostics.py,0C9,preserve old command wrapper during one release,MEDIUM,read during Phase 0A
scripts/sweep_delaurier_internal_parameters.py,python,parameter sweep experiment entry,yes,,,csv;JSON/text,none identified,mixed/experiment-specific,MOVE,scripts/experiments/sweep_delaurier_internal_parameters.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/sweep_delaurier_original_parameters.py,python,parameter sweep experiment entry,yes,scripts/run_nested_prior_regression_calibration_exp2.py,,csv;JSON/text,indirect/partial,mixed/experiment-specific,MOVE,scripts/experiments/sweep_delaurier_original_parameters.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/sweep_tail_geometry_alignment.py,python,parameter sweep experiment entry,yes,,parquet,csv;JSON/text,none identified,mixed/experiment-specific,MOVE,scripts/experiments/sweep_tail_geometry_alignment.py,0C9,retain exact legacy command and provenance map,MEDIUM,read during Phase 0A
scripts/train_baseline_torch.py,python,training/calibration experiment entry with core logic,yes,,,,none identified,mixed/experiment-specific,WRAP,scripts/training/train_baseline_torch.py,0C9,preserve old command wrapper during one release,MEDIUM,read during Phase 0A
scripts/train_delaurier_greybox_force_correction.py,python,training/calibration experiment entry with core logic,yes,tests/test_delaurier_greybox_force_correction.py,parquet,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,MOVE,scripts/experiments/train_delaurier_greybox_force_correction.py,0C9,old command mapping required,MEDIUM,read during Phase 0A
scripts/train_deployable_wrench_correction_v2.py,python,training/calibration experiment entry with core logic,yes,scripts/run_nested_prior_shaping_ablation_exp1.py;scripts/train_fx_fz_correction.py;scripts/train_fx_fz_prior_parameter_calibration.py;scripts/train_fx_fz_structured_correction.py;scripts/train_phase_structured_wrench_correction.py;tests/test_deployable_wrench_correction_v2.py,parquet,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/models/structured/train_deployable_wrench_correction_v2.py,0C6,preserve callable names and CLI arguments,HIGH,read during Phase 0A; additional compatibility target: scripts/experiments/train_deployable_wrench_correction_v2.py
scripts/train_dynamic_arm_moment_head.py,python,training/calibration experiment entry with core logic,yes,tests/test_dynamic_arm_moment_head.py,parquet,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/models/structured/train_dynamic_arm_moment_head.py,0C6,preserve callable names and CLI arguments,HIGH,read during Phase 0A; additional compatibility target: scripts/experiments/train_dynamic_arm_moment_head.py
scripts/train_fx_fz_correction.py,python,training/calibration experiment entry with core logic,yes,scripts/run_nested_prior_shaping_ablation_exp1.py;scripts/run_prior_vs_tcn_comparison.py;scripts/sweep_delaurier_internal_parameters.py;scripts/sweep_delaurier_original_parameters.py;scripts/train_fx_fz_prior_parameter_calibration.py;scripts/train_fx_fz_structured_correction.py,parquet,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/models/structured/train_fx_fz_correction.py,0C6,preserve callable names and CLI arguments,HIGH,read during Phase 0A; additional compatibility target: scripts/experiments/train_fx_fz_correction.py
scripts/train_fx_fz_prior_parameter_calibration.py,python,training/calibration experiment entry with core logic,yes,,,parquet;csv;JSON/text,none identified,mixed/experiment-specific,SPLIT,src/system_identification/models/structured/train_fx_fz_prior_parameter_calibration.py,0C6,preserve callable names and CLI arguments,HIGH,read during Phase 0A; additional compatibility target: scripts/experiments/train_fx_fz_prior_parameter_calibration.py
scripts/train_fx_fz_structured_correction.py,python,training/calibration experiment entry with core logic,yes,scripts/analyze_nested_prior_shaping_ablation_exp1_diagnostics.py;scripts/run_nested_prior_shaping_ablation_exp1.py;scripts/run_prior_vs_tcn_comparison.py;tests/test_fx_fz_structured_correction.py,,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/models/structured/train_fx_fz_structured_correction.py,0C6,preserve callable names and CLI arguments,HIGH,read during Phase 0A; additional compatibility target: scripts/experiments/train_fx_fz_structured_correction.py
scripts/train_phase_structured_wrench_correction.py,python,training/calibration experiment entry with core logic,yes,tests/test_phase_structured_wrench_correction.py,parquet,parquet;csv;JSON/text,indirect/partial,mixed/experiment-specific,SPLIT,src/system_identification/models/structured/train_phase_structured_wrench_correction.py,0C6,preserve callable names and CLI arguments,HIGH,read during Phase 0A; additional compatibility target: scripts/experiments/train_phase_structured_wrench_correction.py
scripts/ulg_to_canonical_parquet.py,python,data build/materialization CLI with reusable logic,yes,,,,none identified,mixed/experiment-specific,WRAP,scripts/data/ulg_to_canonical_parquet.py,0C9,preserve old command wrapper during one release,MEDIUM,read during Phase 0A
src/system_identification/__init__.py,python,library code,no,,,,none identified,stable,KEEP,src/system_identification/__init__.py,0B,none,LOW,read during Phase 0A
src/system_identification/analysis/__init__.py,python,library code,no,,,,none identified,stable,MOVE,src/system_identification/evaluation/analysis/__init__.py,0C8,module re-export,MEDIUM,read during Phase 0A
src/system_identification/analysis/wing_wrench_theta_sweep.py,python,library code,no,scripts/analyze_wing_wrench_theta_sweep.py;tests/test_wing_wrench_theta_sweep.py,parquet;csv,parquet;csv;JSON/text;figure,tests/test_wing_wrench_theta_sweep.py,stable,MOVE,src/system_identification/evaluation/analysis/wing_wrench_theta_sweep.py,0C8,module re-export,MEDIUM,read during Phase 0A
src/system_identification/baselines/__init__.py,python,library code,no,scripts/analyze_wing_wrench_theta_sweep.py,,,indirect/partial,stable,MOVE,src/system_identification/physics/baselines/__init__.py,0C5,module re-export,HIGH,read during Phase 0A
src/system_identification/baselines/isaaclab_wing_only_baseline.py,python,library code,no,src/system_identification/analysis/wing_wrench_theta_sweep.py;tests/test_delaurier_wing_wrench.py,,,indirect/partial,stable,MOVE,src/system_identification/physics/baselines/wing_only.py,0C5,module re-export,HIGH,read during Phase 0A
src/system_identification/dataset_split.py,python,library code,no,scripts/build_cycle_block_split.py;scripts/build_log_split.py;scripts/materialize_split_from_log_assignment.py;tests/test_dataset_split.py,parquet;text,parquet;csv;JSON/text,tests/test_dataset_split.py,stable,MOVE,src/system_identification/data/splits.py,0C3,module shim,HIGH,read during Phase 0A
src/system_identification/metadata.py,python,library code,no,scripts/build_fyb_smoothed_label_split.py;scripts/build_lateral_smoothed_label_split.py;scripts/build_smoothed_label_split.py;scripts/build_time_aligned_smoothed_label_split.py;scripts/diagnose_target_generation_sensitivity.py;src/system_identification/pipeline.py;tests/test_metadata.py,,,tests/test_metadata.py,stable,MOVE,src/system_identification/data/metadata.py,0C3,module re-export,MEDIUM,read during Phase 0A
src/system_identification/phase.py,python,library code,no,src/system_identification/pipeline.py;tests/test_phase.py,,,tests/test_analyze_delaurier_residual_phase.py;tests/test_audit_ratio8_phase_frequency.py;tests/test_phase.py;tests/test_phase_structured_wrench_correction.py,stable,MOVE,src/system_identification/conventions/phase.py,0C2,module re-export,HIGH,read during Phase 0A
src/system_identification/physics/__init__.py,python,library code,no,src/system_identification/baselines/isaaclab_wing_only_baseline.py,,,indirect/partial,stable,MOVE,src/system_identification/physics/delaurier/__init__.py,0C5,module re-export,HIGH,read during Phase 0A
src/system_identification/physics/delaurier_airflow.py,python,library code,no,tests/test_delaurier_wing_wrench.py,,,indirect/partial,stable,MOVE,src/system_identification/physics/delaurier/airflow.py,0C5,module re-export,HIGH,read during Phase 0A
src/system_identification/physics/delaurier_dynamic_twist.py,python,library code,no,tests/test_delaurier_wing_wrench.py,,,indirect/partial,stable,MOVE,src/system_identification/physics/delaurier/dynamic_twist.py,0C5,module re-export,HIGH,read during Phase 0A
src/system_identification/physics/delaurier_strip_wrench.py,python,library code,no,tests/test_delaurier_wing_wrench.py,,,indirect/partial,stable,MOVE,src/system_identification/physics/delaurier/strip_wrench.py,0C5,module re-export,HIGH,read during Phase 0A
src/system_identification/pipeline.py,python,library code,no,scripts/build_fyb_smoothed_label_split.py;scripts/build_lateral_smoothed_label_split.py;scripts/build_smoothed_label_split.py;scripts/build_time_aligned_smoothed_label_split.py;scripts/diagnose_target_generation_sensitivity.py;scripts/regenerate_canonical_from_accepted_logs.py;scripts/ulg_to_canonical_parquet.py;tests/test_pipeline.py,ULog/YAML,parquet;JSON/text,tests/test_pipeline.py,stable,SPLIT,src/system_identification/data/canonical.py,0C3,re-export current public names,HIGH,read during Phase 0A; additional split targets: src/system_identification/data/ulog.py in 0C3 and src/system_identification/labels/effective_wrench.py in 0C4; current module remains compatibility facade
src/system_identification/plotting/__init__.py,python,library code,no,scripts/plot_prediction_curves.py;src/system_identification/analysis/wing_wrench_theta_sweep.py,,,indirect/partial,stable,MOVE,src/system_identification/evaluation/plotting/__init__.py,0C8,module re-export,LOW,read during Phase 0A
src/system_identification/plotting/timeseries.py,python,library code,no,,,,none identified,stable,MOVE,src/system_identification/evaluation/plotting/timeseries.py,0C8,module re-export,LOW,read during Phase 0A
src/system_identification/resample.py,python,library code,no,src/system_identification/pipeline.py;tests/test_resample.py,,,tests/test_resample.py,stable,MOVE,src/system_identification/data/resampling.py,0C3,module re-export,MEDIUM,read during Phase 0A
src/system_identification/signal_preprocessing.py,python,library code,no,scripts/build_time_aligned_smoothed_label_split.py;scripts/diagnose_wrench_label_preprocessing.py;src/system_identification/pipeline.py;tests/test_signal_preprocessing.py;tests/test_wrench_label_input_filtering.py,,,tests/test_signal_preprocessing.py,stable,MOVE,src/system_identification/data/preprocessing.py,0C3,module re-export,MEDIUM,read during Phase 0A
src/system_identification/training.py,python,library code,no,scripts/diagnose_label_noise.py;scripts/evaluate_delaurier_residual_model.py;scripts/evaluate_temporal_order_ablation.py;scripts/frequency_resolved_backbone_comparison.py;scripts/plot_prediction_curves.py;scripts/run_baseline_comparison.py;scripts/run_feature_ablation.py;scripts/run_lateral_diagnostics.py;scripts/run_model_sanity_checks.py;scripts/run_prior_vs_tcn_comparison.py;scripts/run_temporal_backbone_screen.py;scripts/run_training_diagnostics.py;scripts/train_baseline_torch.py;tests/test_training.py,parquet;text,csv;JSON/text;model;figure,tests/test_training.py,stable,SPLIT,src/system_identification/training/features.py,0C7A,re-export current public names,HIGH,"read during Phase 0A; additional split targets in 0C7A: src/system_identification/training/windows.py, normalization.py, losses.py, fit.py, selection.py, bundles.py and src/system_identification/models/neural/; 0C7B isolates fit/validation selection/final test evaluation; evaluation helpers move in 0C8"
tests/fixtures/isaaclab_delaurier_wing_wrench_3b5d4ec.json,config,test or frozen fixture,no,,,,,stable,MOVE,tests/fixtures/regression/isaaclab_delaurier_wing_wrench_3b5d4ec.json,0C10,pytest node mapping documented,MEDIUM,read during Phase 0A
tests/test_analyze_delaurier_residual_conditions.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_analyze_delaurier_residual_conditions.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_analyze_delaurier_residual_frequency.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_analyze_delaurier_residual_frequency.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_analyze_delaurier_residual_phase.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_analyze_delaurier_residual_phase.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
tests/test_audit_ratio8_artifact_lineage.py,python,test or frozen fixture,no,,,JSON/text,,stable,MOVE,tests/integration/test_audit_ratio8_artifact_lineage.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_audit_ratio8_phase_frequency.py,python,test or frozen fixture,no,,text,parquet,,stable,MOVE,tests/integration/test_audit_ratio8_phase_frequency.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_build_delaurier_residual_kfold_splits.py,python,test or frozen fixture,no,,parquet;csv,parquet;csv,,stable,MOVE,tests/integration/test_build_delaurier_residual_kfold_splits.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_build_delaurier_residual_split.py,python,test or frozen fixture,no,,parquet,parquet,,stable,MOVE,tests/integration/test_build_delaurier_residual_split.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_build_fyb_smoothed_label_split.py,python,test or frozen fixture,no,,parquet,parquet;csv;JSON/text,,stable,MOVE,tests/integration/test_build_fyb_smoothed_label_split.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_build_lateral_smoothed_label_split.py,python,test or frozen fixture,no,,parquet,parquet;csv;JSON/text,,stable,MOVE,tests/integration/test_build_lateral_smoothed_label_split.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_component_residual_attribution.py,python,test or frozen fixture,no,,text,parquet,,stable,SPLIT,tests/integration/test_component_residual_attribution.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move; additional split target: tests/unit/test_component_residual_metrics.py; classify individual tests in 0C10
tests/test_dataset_split.py,python,test or frozen fixture,no,,parquet,parquet;JSON/text,,stable,SPLIT,tests/integration/test_dataset_split.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move; additional split target: tests/unit/test_dataset_split_primitives.py; classify individual tests in 0C10
tests/test_delaurier_force_recalibration.py,python,test or frozen fixture,no,,csv,parquet,,stable,SPLIT,tests/integration/test_delaurier_force_recalibration.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move; additional split target: tests/unit/test_delaurier_force_recalibration.py; classify individual tests in 0C10
tests/test_delaurier_greybox_force_correction.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/integration/test_delaurier_greybox_force_correction.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move
tests/test_delaurier_wing_wrench.py,python,test or frozen fixture,no,,text,,,stable,SPLIT,tests/regression/test_delaurier_wing_wrench.py,0C10,pytest node mapping documented,MEDIUM,provisional regression classification; validate runtime/data cost before move; additional split target: tests/unit/test_delaurier_primitives.py; keep frozen fixture tests in regression
tests/test_deployable_wrench_correction_v2.py,python,test or frozen fixture,no,,text,parquet;csv;JSON/text,,stable,SPLIT,tests/integration/test_deployable_wrench_correction_v2.py,0C10,pytest node mapping documented,MEDIUM,provisional integration classification; validate runtime/data cost before move; additional split target: tests/unit/test_deployable_wrench_correction_v2.py; classify individual tests in 0C10
tests/test_dynamic_arm_moment_head.py,python,test or frozen fixture,no,,,,,stable,MOVE,tests/unit/test_dynamic_arm_moment_head.py,0C10,pytest node mapping documented,MEDIUM,provisional unit classification; validate runtime/data cost before move
